Product_Number,T일 예정 수주량,T+1일 예정 수주량,T+2일 예정 수주량,T+3일 예정 수주량,T+4일 예정 수주량,작년 T일 예정 수주량,작년 T+1일 예정 수주량,작년 T+2일 예정 수주량,작년 T+3일 예정 수주량,작년 T+4일 예정 수주량,T일 예상 수주량,T+1일 예상 수주량,T+2일 예상 수주량,T+3일 예상 수주량,T+4일 예상 수주량,DateTime,DoW,Temperature,Humidity
Product_ee,500,0,0,0,0,0,0,0,0,0,348,532,540,527,526,2022-02-07 15:38,Monday,8.561219512,22.85243902
Product_d3,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,2022-02-26 12:38,Saturday,14.05785714,20.79178571
Product_c1,40,0,0,0,0,0,0,55,42,0,55,68,58,48,39,2022-01-30 6:32,Sunday,9.10625,17.95275
Product_d3,4,0,5,3,2,0,3,6,6,2,5,0,0,0,4,2022-03-05 6:32,Saturday,19.718,30.57
Product_e5,28,0,0,0,0,0,0,0,0,0,0,0,0,39,92,2022-01-28 16:33,Friday,12.71454545,21.40181818
Product_ae,2,1,5,0,0,0,5,1,1,12,23,74,0,0,0,2022-01-27 17:30,Thursday,10.60122997,30.04681654
Product_9a,56,63,42,0,16,7,7,7,6,0,0,0,0,0,0,2022-03-06 11:01,Sunday,14.54181818,13.35
Product_b9,125,71,75,136,0,0,63,83,177,98,145,126,0,18,0,2022-02-25 6:36,Friday,13.66616438,12.7109589
Product_c5,306,190,189,164,0,0,334,333,334,333,328,324,0,326,391,2022-03-11 6:31,Friday,19.02594855,30.04318328
Product_b5,2,0,0,0,28,27,15,37,0,0,34,9,0,0,0,2022-02-25 6:30,Friday,13.66616438,12.7109589
Product_c6,1086,806,650,632,0,0,642,623,653,658,721,749,0,747,475,2022-02-11 6:29,Friday,12.86730769,19.14115385
Product_ba,0,0,97,144,161,70,77,83,0,127,151,171,185,42,0,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_84,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,2022-02-12 16:30,Saturday,12.16421053,30.45789474
Product_9a,8,9,6,0,24,33,19,19,27,0,0,34,35,34,19,2022-03-13 15:30,Sunday,20.76761905,50.01571429
Product_9a,50,57,58,42,0,14,7,6,7,6,0,0,0,0,0,2022-03-06 6:29,Sunday,14.54181818,13.35
Product_e6,20,0,0,0,0,0,0,0,0,0,8,22,32,65,78,2022-03-07 14:31,Monday,12.49631579,21.79947368
Product_cd,0,0,0,56,67,76,56,40,41,0,41,41,41,39,48,2022-02-08 6:02,Tuesday,13.43014085,12.98084507
Product_8c,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-02-03 6:03,Thursday,9.169761905,18.76190476
Product_b4,0,1,0,0,16,16,5,29,11,0,0,30,35,36,6,2022-03-06 9:57,Sunday,14.54181818,13.35
Product_9e,201,143,145,141,131,0,113,128,123,123,124,120,0,249,380,2022-02-10 18:00,Thursday,14.10637367,28.37485424
Product_a2,363,0,0,0,0,0,0,352,414,0,353,273,194,207,182,2022-02-02 6:29,Wednesday,9.003850932,24.23149068
Product_ca,6,1,27,0,0,53,56,55,59,25,17,0,30,51,0,2022-02-11 11:58,Friday,12.86730769,19.14115385
Product_c0,932,843,878,872,0,0,854,875,909,833,517,273,0,430,0,2022-01-27 6:25,Thursday,10.60122997,30.04681654
Product_dd,26,0,0,0,0,0,0,5,13,61,32,0,0,0,0,2022-02-10 6:31,Thursday,14.10637367,28.37485424
Product_c5,401,364,0,0,340,335,334,334,356,0,0,309,303,312,320,2022-03-06 11:01,Sunday,14.54181818,13.35
Product_c6,1124,0,0,0,0,0,0,853,863,0,839,825,794,801,810,2022-02-03 6:31,Thursday,9.169761905,18.76190476
Product_e3,344,262,200,284,291,311,0,242,235,293,136,155,0,0,21,2022-03-04 6:36,Friday,15.47233333,24.22916667
Product_ea,30,67,34,0,0,0,12,0,36,32,0,0,0,0,74,2022-03-13 6:30,Sunday,20.76761905,50.01571429
Product_aa,126,0,0,0,0,0,0,78,82,0,70,110,138,194,166,2022-02-04 5:58,Friday,13.86566667,11.53
Product_a9,168,154,0,0,147,150,137,168,178,128,0,108,0,20,0,2022-02-12 12:30,Saturday,12.16421053,30.45789474
Product_93,14,18,32,0,10,14,12,35,38,0,0,6,0,26,62,2022-01-29 15:06,Saturday,13.31375691,12.47176796
Product_f6,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,2022-03-07 11:06,Monday,12.49631579,21.79947368
Product_c8,170,0,0,77,77,77,77,77,77,0,77,77,77,77,77,2022-03-13 7:06,Sunday,20.76761905,50.01571429
Product_c9,132,0,0,0,0,0,0,182,208,0,137,145,168,181,179,2022-02-05 6:00,Saturday,13.41,14.03086957
Product_93,20,17,34,0,6,1,8,24,38,0,0,33,20,21,34,2022-02-28 6:30,Monday,12.18428571,21.08571429
Product_e1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2022-01-30 6:32,Sunday,9.10625,17.95275
Product_c3,132,0,0,0,0,0,0,182,208,0,137,145,168,181,179,2022-01-30 6:23,Sunday,9.10625,17.95275
Product_92,107,96,68,0,81,101,71,63,56,0,0,0,0,0,0,2022-03-06 15:01,Sunday,14.54181818,13.35
Product_8b,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-13 6:31,Sunday,20.76761905,50.01571429
Product_a8,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-12 13:33,Saturday,12.16421053,30.45789474
Product_f5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-03 6:01,Thursday,16.33257143,19.11628571
Product_f2,4,0,0,0,4,4,3,0,0,0,0,0,0,0,0,2022-02-25 6:30,Friday,13.66616438,12.7109589
Product_ee,531,514,515,515,515,0,0,514,515,515,515,495,0,0,496,2022-02-18 6:32,Friday,12.20880499,19.34153389
Product_9e,382,330,330,330,0,0,330,330,330,330,330,0,0,0,330,2022-02-10 10:00,Thursday,14.10637367,28.37485424
Product_c4,37,36,0,0,46,15,0,0,26,26,0,17,38,49,0,2022-01-29 15:06,Saturday,13.31375691,12.47176796
Product_d3,0,0,0,0,0,4,4,3,1,0,0,0,0,3,1,2022-02-03 6:31,Thursday,9.169761905,18.76190476
Product_b8,30,10,3,14,5,14,0,14,5,18,0,0,0,0,0,2022-02-17 11:27,Thursday,10.44060606,12.1330303
Product_da,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2022-03-10 6:32,Thursday,15.80965789,36.52771053
Product_ad,22,0,0,0,44,34,50,57,0,0,53,47,40,47,49,2022-02-21 12:08,Monday,8.996181818,11.62236364
Product_c6,729,667,665,707,0,0,671,665,646,546,591,0,0,129,203,2022-03-04 15:57,Friday,15.47233333,24.22916667
Product_9e,334,304,0,304,304,304,304,304,0,0,304,304,304,304,304,2022-03-13 6:32,Sunday,20.76761905,50.01571429
Product_f0,0,0,0,0,1,0,9,0,0,0,67,13,0,0,0,2022-02-28 15:34,Monday,12.18428571,21.08571429
Product_a4,72,0,0,0,0,0,0,68,65,0,17,56,0,0,0,2022-02-08 6:28,Tuesday,13.43014085,12.98084507
Product_99,174,111,0,0,81,99,104,109,109,109,0,95,98,106,104,2022-03-13 6:31,Sunday,20.76761905,50.01571429
Product_d1,83,40,19,39,34,39,0,49,49,79,81,0,0,0,0,2022-03-10 17:29,Thursday,15.80965789,36.52771053
Product_b6,0,0,39,76,51,53,113,53,0,89,62,27,44,0,0,2022-03-01 7:42,Tuesday,16.41755319,19.47382979
Product_98,7,9,0,0,0,0,0,0,0,0,6,8,11,8,9,2022-02-08 6:02,Tuesday,13.43014085,12.98084507
Product_db,20,14,17,13,0,0,8,15,15,16,13,0,0,18,13,2022-01-27 17:30,Thursday,10.60122997,30.04681654
Product_97,0,0,34,0,47,39,40,39,34,0,0,28,30,9,10,2022-03-13 16:26,Sunday,20.76761905,50.01571429
Product_b1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2022-02-04 6:33,Friday,13.86566667,11.53
Product_d6,0,0,0,0,100,94,91,97,97,100,0,97,94,101,102,2022-01-29 6:38,Saturday,13.31375691,12.47176796
Product_96,102,98,0,131,123,115,119,128,0,0,59,226,195,172,102,2022-02-28 15:34,Monday,12.18428571,21.08571429
Product_d8,20,14,16,0,0,0,18,17,10,3,0,0,0,0,0,2022-02-19 12:26,Saturday,13.72509434,27.18867925
Product_9d,24,18,0,0,18,18,18,18,18,0,0,18,18,18,18,2022-03-13 15:30,Sunday,20.76761905,50.01571429
Product_91,9,2,12,0,0,1,0,0,0,0,0,0,0,0,7,2022-02-11 11:58,Friday,12.86730769,19.14115385
Product_9d,42,18,0,0,0,18,18,18,18,0,0,18,18,0,0,2022-02-20 8:08,Sunday,10.45040816,20.37428571
Product_bf,29,0,0,21,30,20,21,25,21,0,32,38,32,25,0,2022-02-28 6:59,Monday,12.18428571,21.08571429
Product_bd,20,38,0,0,30,33,43,21,3,10,0,8,15,0,0,2022-02-12 6:33,Saturday,12.16421053,30.45789474
Product_8d,5,1,0,0,1,1,1,1,1,0,1,1,56,56,56,2022-02-21 15:05,Monday,8.996181818,11.62236364
Product_bd,1,0,0,29,29,16,0,22,39,40,13,0,15,0,18,2022-02-09 8:37,Wednesday,8.872222222,23.94111111
Product_a3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-09 5:54,Wednesday,8.872222222,23.94111111
Product_d8,0,0,0,21,19,19,15,19,20,0,19,12,4,0,0,2022-02-01 6:30,Tuesday,8.190540541,19.41513514
Product_ce,134,127,149,136,136,123,0,110,103,55,142,111,52,0,0,2022-03-10 6:19,Thursday,15.80965789,36.52771053
Product_b4,3,0,0,0,20,20,0,0,2,0,0,0,0,0,0,2022-02-12 12:30,Saturday,12.16421053,30.45789474
Product_bf,11,2,1,0,0,0,15,15,25,22,26,0,23,28,30,2022-02-20 6:31,Sunday,10.45040816,20.37428571
Product_d7,0,0,0,21,19,19,15,19,20,0,19,12,4,0,0,2022-02-08 6:02,Tuesday,13.43014085,12.98084507
Product_ba,165,88,70,99,0,0,68,156,151,68,46,0,0,3,140,2022-02-10 6:37,Thursday,14.10637367,28.37485424
Product_d0,7,1,0,0,0,0,15,10,14,14,12,13,0,12,0,2022-02-10 6:37,Thursday,14.10637367,28.37485424
Product_89,109,69,39,17,31,27,0,1,30,41,1,157,124,0,0,2022-03-03 6:37,Thursday,16.33257143,19.11628571
Product_92,95,77,63,80,90,78,0,72,59,112,151,141,0,0,15,2022-01-26 18:30,Wednesday,12.83689655,35.81396552
Product_a6,76,43,117,0,0,91,67,73,70,88,0,0,95,68,90,2022-03-05 12:01,Saturday,19.718,30.57
Product_b9,66,0,0,0,0,0,0,75,25,0,18,28,86,83,86,2022-02-04 6:33,Friday,13.86566667,11.53
Product_92,99,59,0,68,91,80,59,96,0,0,42,79,78,72,76,2022-03-07 7:02,Monday,12.49631579,21.79947368
Product_ca,51,37,0,0,41,12,20,39,41,11,0,97,1,73,0,2022-03-13 12:26,Sunday,20.76761905,50.01571429
Product_a0,550,496,0,0,544,544,544,544,0,0,544,544,544,544,544,2022-02-21 12:08,Monday,8.996181818,11.62236364
Product_d9,12,9,12,0,4,2,11,12,12,0,0,12,12,12,11,2022-02-27 16:30,Sunday,16.35078947,25.96671053
Product_ce,180,0,0,146,141,140,136,149,151,0,151,151,153,127,66,2022-03-13 12:34,Sunday,20.76761905,50.01571429
Product_bf,22,19,24,0,0,24,30,18,31,28,10,0,0,0,0,2022-02-26 6:44,Saturday,14.05785714,20.79178571
Product_b0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0,2022-02-09 8:37,Wednesday,8.872222222,23.94111111
Product_ce,171,127,0,0,170,169,151,136,130,123,0,141,145,171,0,2022-02-27 16:30,Sunday,16.35078947,25.96671053
Product_ef,101,0,0,0,123,169,199,120,0,0,124,83,105,65,56,2022-02-21 6:37,Monday,8.996181818,11.62236364
Product_b7,54,35,59,60,0,0,0,92,88,89,94,93,0,68,24,2022-02-19 6:29,Saturday,13.72509434,27.18867925
Product_92,86,54,0,0,70,95,108,93,90,0,0,0,102,104,91,2022-02-12 13:33,Saturday,12.16421053,30.45789474
Product_f5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,2022-02-20 6:31,Sunday,10.45040816,20.37428571
Product_9e,370,330,0,0,330,330,330,330,330,0,0,0,330,330,330,2022-02-12 17:34,Saturday,12.16421053,30.45789474
Product_b5,0,0,0,0,44,0,0,9,0,0,0,25,17,19,25,2022-03-06 15:01,Sunday,14.54181818,13.35
Product_d9,0,0,0,0,3,0,0,1,0,8,10,0,0,0,0,2022-02-09 8:37,Wednesday,8.872222222,23.94111111
Product_da,1,5,0,0,1,0,0,2,0,0,0,0,0,0,0,2022-02-12 17:34,Saturday,12.16421053,30.45789474
Product_ec,242,46,0,107,195,166,65,19,0,0,40,36,21,27,193,2022-02-28 6:59,Monday,12.18428571,21.08571429
Product_e5,0,0,100,117,109,97,82,0,0,66,74,108,95,101,0,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_bb,4,0,0,11,9,0,0,0,0,0,0,0,0,0,0,2022-03-08 7:08,Tuesday,15.33172414,28.03034483
Product_8e,178,132,142,0,115,124,123,138,181,0,0,214,161,143,35,2022-03-13 15:30,Sunday,20.76761905,50.01571429
Product_e8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_cd,167,78,0,0,51,50,33,25,28,28,0,12,0,0,0,2022-02-12 17:34,Saturday,12.16421053,30.45789474
Product_93,17,11,14,27,25,0,0,29,0,0,0,21,0,0,25,2022-02-10 6:31,Thursday,14.10637367,28.37485424
Product_cf,201,230,235,236,245,252,0,344,180,0,0,0,0,0,0,2022-02-09 12:58,Wednesday,8.872222222,23.94111111
Product_da,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2022-03-12 6:39,Saturday,19.509,42.867
Product_d6,99,84,99,99,100,90,0,96,104,102,101,65,0,0,0,2022-02-09 12:58,Wednesday,8.872222222,23.94111111
Product_b6,9,47,0,0,67,69,84,111,43,81,0,121,49,0,0,2022-02-12 16:30,Saturday,12.16421053,30.45789474
Product_9c,182,114,0,112,88,150,242,161,0,0,110,92,134,83,80,2022-02-28 15:34,Monday,12.18428571,21.08571429
Product_b5,37,10,0,9,0,0,35,0,0,9,0,0,0,0,45,2022-03-05 6:00,Saturday,19.718,30.57
Product_b8,9,0,0,0,15,7,8,16,0,0,8,12,0,0,0,2022-02-22 7:05,Tuesday,14.53931507,15.87356164
Product_9f,180,185,0,0,142,144,187,186,0,0,161,163,173,155,127,2022-02-25 6:30,Friday,13.66616438,12.7109589
Product_f0,8,0,0,0,0,0,0,0,0,0,1,0,0,2,7,2022-02-03 6:31,Thursday,9.169761905,18.76190476
Product_ec,6,0,0,0,45,152,106,126,0,0,63,117,270,274,71,2022-02-15 7:05,Tuesday,16.93821429,23.9175
Product_ed,0,0,0,0,0,0,0,0,0,0,10,19,37,40,0,2022-02-09 5:54,Wednesday,8.872222222,23.94111111
Product_ea,47,1,1,28,3,0,0,74,73,88,35,12,0,0,11,2022-03-03 16:38,Thursday,16.33257143,19.11628571
Product_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-06 6:42,Sunday,14.54181818,13.35
Product_c2,10,0,0,0,0,0,0,0,8,0,104,104,104,104,112,2022-02-08 6:28,Tuesday,13.43014085,12.98084507
Product_97,0,0,41,55,41,38,44,0,0,0,67,67,50,9,0,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_d1,51,67,0,0,0,47,48,45,34,48,0,52,53,46,29,2022-02-20 8:08,Sunday,10.45040816,20.37428571
Product_ed,52,3,23,1,0,0,0,0,0,11,13,1,0,0,0,2022-02-17 16:30,Thursday,10.44060606,12.1330303
Product_94,89,64,74,46,0,0,41,32,34,34,33,0,0,0,33,2022-02-10 6:37,Thursday,14.10637367,28.37485424
Product_ce,93,78,0,0,128,130,172,210,146,0,0,0,63,110,72,2022-02-12 17:34,Saturday,12.16421053,30.45789474
Product_eb,112,118,0,0,0,164,121,8,12,0,0,267,21,66,27,2022-02-20 15:31,Sunday,10.45040816,20.37428571
Product_eb,300,18,74,89,0,0,111,202,123,188,156,0,0,79,177,2022-03-11 6:31,Friday,19.02594855,30.04318328
Product_91,8,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2022-02-24 6:28,Thursday,10.90306122,12.60530612
Product_f5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022-03-06 11:58,Sunday,14.54181818,13.35
Product_e7,46,26,0,0,4,22,22,2,16,0,0,19,21,10,12,2022-03-13 6:31,Sunday,20.76761905,50.01571429
Product_af,11,0,0,0,0,0,0,42,53,0,61,98,37,0,0,2022-02-08 6:28,Tuesday,13.43014085,12.98084507
Product_d8,0,0,0,0,0,0,0,21,20,16,15,18,20,0,19,2022-01-27 6:05,Thursday,10.60122997,30.04681654
Product_f8,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,2022-02-28 15:34,Monday,12.18428571,21.08571429
Product_84,1,1,0,0,6,0,0,0,2,0,73,8,0,0,0,2022-02-22 7:05,Tuesday,14.53931507,15.87356164
Product_9f,200,192,0,187,199,210,210,163,0,0,157,157,164,168,150,2022-03-13 15:03,Sunday,20.76761905,50.01571429
Product_ae,14,0,0,10,14,6,14,14,13,0,16,15,22,20,0,2022-02-14 6:35,Monday,15.194,37.7588
Product_94,57,55,55,47,45,0,0,0,44,43,45,41,0,0,35,2022-02-17 6:26,Thursday,10.44060606,12.1330303
Product_e2,46,30,30,38,36,33,0,30,30,0,30,30,30,30,30,2022-02-06 6:33,Sunday,10.74317992,15.46050209
Product_89,26,22,39,0,2,23,17,3,66,124,0,131,8,12,6,2022-03-06 9:57,Sunday,14.54181818,13.35
Product_d5,349,289,0,0,0,30,30,29,55,321,0,309,324,340,354,2022-02-21 6:04,Monday,8.996181818,11.62236364
Product_cb,385,322,0,0,327,330,349,350,339,270,0,300,298,296,305,2022-01-29 15:06,Saturday,13.31375691,12.47176796
Product_d6,0,100,93,90,0,0,94,92,97,98,94,99,0,105,105,2022-01-27 6:34,Thursday,10.60122997,30.04681654
Product_9a,41,65,0,0,0,0,0,0,0,0,59,53,70,52,0,2022-02-07 7:06,Monday,8.561219512,22.85243902
Product_e5,107,0,0,31,1,0,0,0,0,0,24,133,162,170,177,2022-03-07 6:48,Monday,12.49631579,21.79947368
Product_88,87,116,192,240,0,0,208,200,223,186,181,125,0,0,233,2022-02-10 12:00,Thursday,14.10637367,28.37485424
Product_a5,80,58,84,0,0,110,168,203,84,97,90,0,31,0,0,2022-02-26 12:38,Saturday,14.05785714,20.79178571
Product_91,0,0,1,0,0,5,3,0,0,0,0,0,0,2,0,2022-02-17 5:54,Thursday,10.44060606,12.1330303
Product_c5,422,385,344,336,0,0,336,336,339,331,275,207,0,219,394,2022-02-10 12:00,Thursday,14.10637367,28.37485424
Product_c8,32,5,0,0,0,0,0,0,0,8,0,104,104,104,104,2022-01-29 6:38,Saturday,13.31375691,12.47176796
Product_d9,7,0,0,0,3,11,12,12,0,0,13,11,12,13,11,2022-02-24 6:28,Thursday,10.90306122,12.60530612
Product_c1,43,81,0,0,68,67,69,59,89,75,0,86,105,281,0,2022-02-12 13:33,Saturday,12.16421053,30.45789474
Product_cd,86,58,59,34,33,0,28,29,30,24,26,30,0,2,4,2022-03-05 6:32,Saturday,19.718,30.57
Product_c8,144,128,0,0,128,128,128,128,128,0,0,80,80,80,80,2022-03-06 11:01,Sunday,14.54181818,13.35
Product_ab,0,0,48,43,36,8,12,43,0,69,61,79,187,38,0,2022-03-01 7:42,Tuesday,16.41755319,19.47382979
Product_be,12,51,37,31,16,0,0,63,33,27,36,14,0,0,0,2022-03-10 6:19,Thursday,15.80965789,36.52771053
Product_ba,129,0,0,71,144,161,65,71,85,0,134,127,139,54,0,2022-02-15 7:05,Tuesday,16.93821429,23.9175
Product_ef,392,215,0,0,212,131,168,145,305,0,0,186,76,74,76,2022-03-13 6:31,Sunday,20.76761905,50.01571429
Product_87,165,145,55,87,150,113,0,44,12,23,0,7,2,0,7,2022-02-17 6:26,Thursday,10.44060606,12.1330303
Product_e3,305,277,277,277,230,356,204,257,260,147,83,0,0,106,277,2022-02-11 6:29,Friday,12.86730769,19.14115385
Product_a5,234,220,29,6,0,0,60,92,65,109,167,50,0,0,0,2022-01-27 6:25,Thursday,10.60122997,30.04681654
Product_ac,0,0,0,0,0,0,0,0,0,0,7,13,0,14,0,2022-02-19 6:29,Saturday,13.72509434,27.18867925
Product_d0,4,0,0,0,0,0,17,7,8,13,0,13,14,12,6,2022-02-12 6:33,Saturday,12.16421053,30.45789474
Product_e0,630,0,0,102,0,586,586,586,0,0,586,586,586,586,586,2022-03-13 15:38,Sunday,20.76761905,50.01571429
Product_92,86,54,0,0,70,95,108,93,90,0,0,0,102,104,91,2022-02-12 17:34,Saturday,12.16421053,30.45789474
Product_d6,0,0,0,0,0,0,0,102,93,92,94,92,97,0,97,2022-01-27 6:05,Thursday,10.60122997,30.04681654
Product_e2,42,34,0,37,34,34,34,34,0,0,34,34,34,34,34,2022-02-21 6:35,Monday,8.996181818,11.62236364
Product_a0,684,720,0,0,0,0,0,0,0,0,480,480,480,480,0,2022-02-09 5:54,Wednesday,8.872222222,23.94111111
Product_93,29,23,17,28,0,0,19,4,2,10,31,0,0,33,22,2022-02-25 11:34,Friday,13.66616438,12.7109589
Product_bf,30,20,0,0,24,24,39,27,32,0,0,25,15,18,20,2022-03-06 9:57,Sunday,14.54181818,13.35
Product_d6,0,0,0,0,100,94,91,97,97,100,0,97,94,101,102,2022-01-29 6:32,Saturday,13.31375691,12.47176796
Product_ad,32,0,0,0,0,0,0,53,40,0,55,56,40,34,25,2022-01-30 6:23,Sunday,9.10625,17.95275
Product_ee,535,508,0,0,446,440,458,415,443,0,0,478,528,488,524,2022-03-06 9:57,Sunday,14.54181818,13.35
Product_bb,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,2022-03-06 9:57,Sunday,14.54181818,13.35
Product_9c,191,122,122,133,127,0,0,126,117,85,86,87,0,0,87,2022-03-10 14:33,Thursday,15.80965789,36.52771053
Product_f2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2022-02-03 6:03,Thursday,9.169761905,18.76190476
Product_f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-10 6:19,Thursday,15.80965789,36.52771053
Product_a2,420,189,208,279,0,0,175,286,255,242,259,312,0,174,77,2022-02-10 16:57,Thursday,14.10637367,28.37485424
Product_b3,14,0,0,0,15,12,9,18,0,0,39,45,24,11,0,2022-02-25 6:30,Friday,13.66616438,12.7109589
Product_b7,66,66,0,0,0,91,90,87,95,86,0,63,71,58,0,2022-02-20 8:08,Sunday,10.45040816,20.37428571
Product_b7,0,0,72,80,101,90,87,90,0,94,92,67,11,2,0,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_a4,0,0,0,0,0,0,9,28,0,0,0,0,0,0,0,2022-02-14 7:08,Monday,15.194,37.7588
Product_a0,594,544,0,544,544,544,544,544,0,0,496,496,496,496,496,2022-03-07 7:02,Monday,12.49631579,21.79947368
Product_ab,20,7,10,10,0,0,0,41,55,42,41,33,0,49,64,2022-02-18 6:39,Friday,12.20880499,19.34153389
Product_da,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2022-03-04 6:36,Friday,15.47233333,24.22916667
Product_8c,0,1,1,0,48,59,62,64,56,0,0,0,0,0,0,2022-03-06 6:42,Sunday,14.54181818,13.35
Product_98,51,3,41,36,14,0,0,13,35,39,37,0,0,13,18,2022-02-18 10:29,Friday,12.20880499,19.34153389
Product_a5,211,212,206,9,9,20,0,131,137,0,47,3,0,0,0,2022-01-27 6:05,Thursday,10.60122997,30.04681654
Product_b7,85,0,0,0,91,90,87,95,0,0,87,66,67,66,0,2022-02-24 6:00,Thursday,10.90306122,12.60530612
Product_a3,19,0,0,47,22,41,16,30,39,0,49,39,18,0,0,2022-03-13 7:06,Sunday,20.76761905,50.01571429
Product_b6,34,0,0,0,0,0,0,40,123,0,0,0,25,69,43,2022-01-30 6:32,Sunday,9.10625,17.95275
Product_dc,0,0,8,77,19,0,0,9,46,208,227,0,0,132,269,2022-02-18 7:01,Friday,12.20880499,19.34153389
Product_9f,174,198,0,0,210,175,181,180,191,0,0,0,135,188,200,2022-02-12 11:33,Saturday,12.16421053,30.45789474
Product_92,0,0,63,81,93,83,94,0,0,0,99,107,83,104,0,2022-02-15 8:35,Tuesday,16.93821429,23.9175
Product_b8,0,0,0,0,0,0,0,0,3,0,7,10,7,5,1,2022-03-13 15:03,Sunday,20.76761905,50.01571429
Product_8b,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2022-02-17 6:30,Thursday,10.44060606,12.1330303
Product_aa,207,139,72,161,78,120,0,76,83,79,13,0,0,0,0,2022-03-14 7:03,Monday,26.57186957,38.8723913
Product_e5,37,1,0,0,34,0,0,113,118,146,148,146,0,0,175,2022-03-10 17:29,Thursday,15.80965789,36.52771053
Product_a6,76,43,117,0,0,91,67,73,70,88,0,0,95,68,90,2022-03-05 16:01,Saturday,19.718,30.57
Product_d5,157,0,0,310,322,313,318,328,336,0,335,330,79,0,0,2022-02-14 7:08,Monday,15.194,37.7588
Product_a7,4,1,1,11,0,0,1,0,10,5,24,3,0,0,0,2022-02-25 6:36,Friday,13.66616438,12.7109589
Product_d1,86,61,49,54,28,26,0,19,25,23,20,38,21,0,0,2022-03-03 6:27,Thursday,16.33257143,19.11628571
Product_8f,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-11 11:58,Friday,12.86730769,19.14115385
Product_8b,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-13 15:30,Sunday,20.76761905,50.01571429
Product_a3,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,2022-02-11 6:29,Friday,12.86730769,19.14115385
Product_d6,99,84,99,99,100,90,0,96,104,102,101,65,0,0,0,2022-02-09 9:55,Wednesday,8.872222222,23.94111111
Product_a6,91,65,43,117,0,0,90,66,73,20,0,0,0,0,14,2022-03-05 6:32,Saturday,19.718,30.57
Product_af,0,34,16,7,0,0,0,0,8,0,0,0,0,0,0,2022-03-10 6:19,Thursday,15.80965789,36.52771053
Product_92,90,90,77,72,44,0,0,35,108,106,104,72,0,0,10,2022-02-09 8:37,Wednesday,8.872222222,23.94111111
Product_a7,4,0,0,0,0,0,12,4,6,5,0,4,0,0,14,2022-03-13 16:26,Sunday,20.76761905,50.01571429
Product_8e,108,114,145,0,161,182,179,158,149,0,0,204,189,0,0,2022-02-27 6:33,Sunday,16.35078947,25.96671053
Product_91,5,0,1,3,2,0,0,0,0,0,0,0,0,0,0,2022-03-10 6:32,Thursday,15.80965789,36.52771053
Product_8e,118,102,112,148,0,166,181,175,156,150,0,0,161,166,19,2022-02-26 7:14,Saturday,14.05785714,20.79178571
Product_a9,0,0,88,122,121,150,220,242,0,166,130,228,256,0,0,2022-03-02 6:36,Wednesday,15.53977778,26.71933333
Product_b8,9,0,0,0,15,7,8,16,0,0,8,12,0,0,0,2022-02-21 15:05,Monday,8.996181818,11.62236364
Product_bd,1,0,0,0,0,0,0,5,2,0,0,0,3,29,26,2022-01-30 6:23,Sunday,9.10625,17.95275
Product_9b,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,2022-01-28 16:33,Friday,12.71454545,21.40181818
Product_f8,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,2022-02-27 16:30,Sunday,16.35078947,25.96671053
Product_ec,25,0,0,3,4,58,117,76,0,0,332,96,39,49,81,2022-03-07 7:02,Monday,12.49631579,21.79947368
